IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
8.210.156.6,2053,true,HKG,Asia Pacific,Hong Kong,65 ms,8772 kB/s
47.76.159.146,2053,true,HKG,Asia Pacific,Hong Kong,59 ms,8757 kB/s
8.210.207.214,2087,true,HKG,Asia Pacific,Hong Kong,63 ms,8468 kB/s
47.245.86.230,2087,true,SIN,Asia Pacific,Singapore,273 ms,8391 kB/s
8.210.3.24,2053,true,HKG,Asia Pacific,Hong Kong,58 ms,8243 kB/s
47.243.5.154,2053,true,HKG,Asia Pacific,Hong Kong,62 ms,8163 kB/s
8.210.175.109,2096,true,HKG,Asia Pacific,Hong Kong,63 ms,8035 kB/s
8.210.245.224,2053,true,HKG,Asia Pacific,Hong Kong,60 ms,7886 kB/s
47.242.79.71,2053,true,HKG,Asia Pacific,Hong Kong,65 ms,7884 kB/s
47.242.202.230,2083,true,HKG,Asia Pacific,Hong Kong,58 ms,7835 kB/s
47.76.204.76,2096,true,HKG,Asia Pacific,Hong Kong,64 ms,7823 kB/s
47.242.171.94,2083,true,HKG,Asia Pacific,Hong Kong,89 ms,7803 kB/s
47.242.252.237,2053,true,HKG,Asia Pacific,Hong Kong,61 ms,7795 kB/s
47.243.60.150,2096,true,HKG,Asia Pacific,Hong Kong,61 ms,7749 kB/s
47.242.79.71,2083,true,HKG,Asia Pacific,Hong Kong,77 ms,7556 kB/s
47.243.107.148,2053,true,HKG,Asia Pacific,Hong Kong,57 ms,7479 kB/s
8.222.204.128,443,true,SIN,Asia Pacific,Singapore,209 ms,7335 kB/s
47.236.117.48,2096,true,SIN,Asia Pacific,Singapore,223 ms,7325 kB/s
47.242.232.14,2096,true,HKG,Asia Pacific,Hong Kong,66 ms,7310 kB/s
8.210.156.6,2083,true,HKG,Asia Pacific,Hong Kong,71 ms,7282 kB/s
8.210.207.214,8443,true,HKG,Asia Pacific,Hong Kong,61 ms,7271 kB/s
47.242.234.127,2087,true,HKG,Asia Pacific,Hong Kong,61 ms,7264 kB/s
8.210.34.188,2087,true,HKG,Asia Pacific,Hong Kong,61 ms,7232 kB/s
47.243.5.154,2083,true,HKG,Asia Pacific,Hong Kong,71 ms,7168 kB/s
47.243.60.150,2053,true,HKG,Asia Pacific,Hong Kong,60 ms,7076 kB/s
47.245.102.52,2053,true,SIN,Asia Pacific,Singapore,225 ms,7075 kB/s
8.210.146.108,2083,true,HKG,Asia Pacific,Hong Kong,62 ms,6994 kB/s
8.217.145.40,2083,true,HKG,Asia Pacific,Hong Kong,70 ms,6944 kB/s
47.245.102.52,2087,true,SIN,Asia Pacific,Singapore,236 ms,6913 kB/s
47.242.171.94,8443,true,HKG,Asia Pacific,Hong Kong,69 ms,6886 kB/s
47.243.107.148,2087,true,HKG,Asia Pacific,Hong Kong,62 ms,6862 kB/s
8.210.101.157,2053,true,HKG,Asia Pacific,Hong Kong,64 ms,6847 kB/s
47.242.202.230,8443,true,HKG,Asia Pacific,Hong Kong,57 ms,6816 kB/s
47.236.145.85,443,true,SIN,Asia Pacific,Singapore,214 ms,6801 kB/s
47.242.171.94,2087,true,HKG,Asia Pacific,Hong Kong,86 ms,6789 kB/s
47.243.60.150,8443,true,HKG,Asia Pacific,Hong Kong,67 ms,6744 kB/s
8.210.9.129,2053,true,HKG,Asia Pacific,Hong Kong,65 ms,6735 kB/s
47.236.10.182,2083,true,SIN,Asia Pacific,Singapore,238 ms,6656 kB/s
8.210.9.129,2096,true,HKG,Asia Pacific,Hong Kong,63 ms,6592 kB/s
47.242.232.14,8443,true,HKG,Asia Pacific,Hong Kong,80 ms,6564 kB/s
8.218.53.110,2096,true,HKG,Asia Pacific,Hong Kong,64 ms,6531 kB/s
47.242.234.127,2053,true,HKG,Asia Pacific,Hong Kong,62 ms,6515 kB/s
47.245.105.224,2087,true,SIN,Asia Pacific,Singapore,222 ms,6399 kB/s
8.210.9.129,2083,true,HKG,Asia Pacific,Hong Kong,71 ms,6317 kB/s
47.236.202.91,2053,true,SIN,Asia Pacific,Singapore,253 ms,6275 kB/s
8.217.145.40,2087,true,HKG,Asia Pacific,Hong Kong,64 ms,6194 kB/s
47.76.204.76,2087,true,HKG,Asia Pacific,Hong Kong,65 ms,6188 kB/s
47.236.145.85,2053,true,SIN,Asia Pacific,Singapore,224 ms,6180 kB/s
47.243.107.148,2096,true,HKG,Asia Pacific,Hong Kong,72 ms,6178 kB/s
47.76.204.76,8443,true,HKG,Asia Pacific,Hong Kong,59 ms,6155 kB/s
47.242.79.71,8443,true,HKG,Asia Pacific,Hong Kong,66 ms,6096 kB/s
47.236.9.152,2087,true,SIN,Asia Pacific,Singapore,218 ms,6062 kB/s
47.242.54.157,2087,true,HKG,Asia Pacific,Hong Kong,71 ms,6055 kB/s
8.210.174.156,2053,true,HKG,Asia Pacific,Hong Kong,60 ms,6005 kB/s
8.210.34.188,2053,true,HKG,Asia Pacific,Hong Kong,77 ms,5931 kB/s
8.210.207.214,2053,true,HKG,Asia Pacific,Hong Kong,62 ms,5830 kB/s
47.236.117.48,2083,true,SIN,Asia Pacific,Singapore,222 ms,5678 kB/s
47.236.117.48,2053,true,SIN,Asia Pacific,Singapore,230 ms,5673 kB/s
8.210.245.224,8443,true,HKG,Asia Pacific,Hong Kong,61 ms,5628 kB/s
8.210.175.109,2083,true,HKG,Asia Pacific,Hong Kong,63 ms,5556 kB/s
8.210.245.224,2083,true,HKG,Asia Pacific,Hong Kong,68 ms,5545 kB/s
8.210.175.109,2087,true,HKG,Asia Pacific,Hong Kong,63 ms,5537 kB/s
8.217.121.207,2087,true,HKG,Asia Pacific,Hong Kong,75 ms,5509 kB/s
47.236.146.249,8443,true,SIN,Asia Pacific,Singapore,224 ms,5506 kB/s
8.210.245.224,2096,true,HKG,Asia Pacific,Hong Kong,70 ms,5481 kB/s
8.210.48.107,2083,true,HKG,Asia Pacific,Hong Kong,70 ms,5463 kB/s
8.217.85.14,2083,true,HKG,Asia Pacific,Hong Kong,59 ms,5455 kB/s
47.236.146.249,2087,true,SIN,Asia Pacific,Singapore,237 ms,5428 kB/s
47.236.9.152,2096,true,SIN,Asia Pacific,Singapore,226 ms,5353 kB/s
47.236.117.48,443,true,SIN,Asia Pacific,Singapore,221 ms,5344 kB/s
8.217.121.207,2053,true,HKG,Asia Pacific,Hong Kong,71 ms,5283 kB/s
8.217.121.207,8443,true,HKG,Asia Pacific,Hong Kong,70 ms,5228 kB/s
8.210.34.188,2083,true,HKG,Asia Pacific,Hong Kong,61 ms,5212 kB/s
47.236.145.85,8443,true,SIN,Asia Pacific,Singapore,206 ms,5207 kB/s
47.236.180.51,2087,true,SIN,Asia Pacific,Singapore,226 ms,5205 kB/s
47.236.17.193,2087,true,SIN,Asia Pacific,Singapore,216 ms,5195 kB/s
47.243.60.150,2087,true,HKG,Asia Pacific,Hong Kong,60 ms,5151 kB/s
47.237.82.15,2096,true,SIN,Asia Pacific,Singapore,215 ms,5147 kB/s
47.242.54.157,8443,true,HKG,Asia Pacific,Hong Kong,63 ms,5095 kB/s
47.236.180.51,2083,true,SIN,Asia Pacific,Singapore,251 ms,5087 kB/s
47.236.117.48,2087,true,SIN,Asia Pacific,Singapore,212 ms,5066 kB/s
47.237.81.112,2096,true,SIN,Asia Pacific,Singapore,218 ms,5066 kB/s
47.245.102.52,8443,true,SIN,Asia Pacific,Singapore,237 ms,5056 kB/s
47.236.202.91,2096,true,SIN,Asia Pacific,Singapore,216 ms,5055 kB/s
47.237.11.182,2096,true,SIN,Asia Pacific,Singapore,206 ms,5055 kB/s
47.242.79.71,2087,true,HKG,Asia Pacific,Hong Kong,65 ms,5040 kB/s
47.243.5.154,8443,true,HKG,Asia Pacific,Hong Kong,66 ms,5028 kB/s
47.236.202.91,2083,true,SIN,Asia Pacific,Singapore,223 ms,5027 kB/s
8.210.156.6,2087,true,HKG,Asia Pacific,Hong Kong,67 ms,5010 kB/s
47.237.10.1,2096,true,SIN,Asia Pacific,Singapore,214 ms,4853 kB/s
47.236.10.182,2096,true,SIN,Asia Pacific,Singapore,218 ms,4837 kB/s
8.217.121.207,2096,true,HKG,Asia Pacific,Hong Kong,67 ms,4757 kB/s
47.237.92.26,2087,true,SIN,Asia Pacific,Singapore,217 ms,4732 kB/s
47.236.202.91,8443,true,SIN,Asia Pacific,Singapore,223 ms,4714 kB/s
47.242.176.237,2083,true,HKG,Asia Pacific,Hong Kong,75 ms,4686 kB/s
47.237.95.13,2087,true,SIN,Asia Pacific,Singapore,213 ms,4676 kB/s
8.210.175.109,2053,true,HKG,Asia Pacific,Hong Kong,61 ms,4657 kB/s
8.210.34.188,8443,true,HKG,Asia Pacific,Hong Kong,58 ms,4617 kB/s
47.243.107.148,8443,true,HKG,Asia Pacific,Hong Kong,61 ms,4609 kB/s
47.236.145.85,2083,true,SIN,Asia Pacific,Singapore,212 ms,4603 kB/s
47.242.232.14,2087,true,HKG,Asia Pacific,Hong Kong,101 ms,4597 kB/s
47.237.100.206,2096,true,SIN,Asia Pacific,Singapore,212 ms,4584 kB/s
47.243.107.148,2083,true,HKG,Asia Pacific,Hong Kong,60 ms,4571 kB/s
47.236.180.51,2096,true,SIN,Asia Pacific,Singapore,216 ms,4547 kB/s
47.237.100.206,2087,true,SIN,Asia Pacific,Singapore,226 ms,4542 kB/s
47.242.202.230,2096,true,HKG,Asia Pacific,Hong Kong,57 ms,4531 kB/s
47.236.237.90,2053,true,SIN,Asia Pacific,Singapore,217 ms,4526 kB/s
47.236.125.62,2087,true,NRT,Asia Pacific,Tokyo,272 ms,4523 kB/s
47.236.145.85,2096,true,SIN,Asia Pacific,Singapore,211 ms,4522 kB/s
8.210.3.24,2083,true,HKG,Asia Pacific,Hong Kong,62 ms,4521 kB/s
47.242.155.183,2096,true,HKG,Asia Pacific,Hong Kong,58 ms,4508 kB/s
47.237.0.31,2087,true,SIN,Asia Pacific,Singapore,226 ms,4498 kB/s
47.242.155.183,2053,true,HKG,Asia Pacific,Hong Kong,61 ms,4438 kB/s
47.236.237.90,2083,true,SIN,Asia Pacific,Singapore,211 ms,4413 kB/s
47.76.33.40,8443,true,HKG,Asia Pacific,Hong Kong,60 ms,4370 kB/s
47.237.83.20,2087,true,SIN,Asia Pacific,Singapore,212 ms,4359 kB/s
8.210.245.224,2087,true,HKG,Asia Pacific,Hong Kong,65 ms,4334 kB/s
47.236.237.90,8443,true,SIN,Asia Pacific,Singapore,215 ms,4327 kB/s
47.242.155.183,8443,true,HKG,Asia Pacific,Hong Kong,56 ms,4322 kB/s
8.217.232.246,2083,true,HKG,Asia Pacific,Hong Kong,80 ms,4303 kB/s
47.243.203.119,8443,true,HKG,Asia Pacific,Hong Kong,54 ms,4290 kB/s
47.237.95.146,2096,true,SIN,Asia Pacific,Singapore,217 ms,4264 kB/s
47.236.146.249,2096,true,SIN,Asia Pacific,Singapore,220 ms,4251 kB/s
47.242.252.237,2096,true,HKG,Asia Pacific,Hong Kong,86 ms,4250 kB/s
47.237.95.146,2087,true,SIN,Asia Pacific,Singapore,239 ms,4244 kB/s
47.236.180.51,2053,true,SIN,Asia Pacific,Singapore,218 ms,4212 kB/s
47.242.176.237,2087,true,HKG,Asia Pacific,Hong Kong,68 ms,4207 kB/s
8.210.3.24,2087,true,HKG,Asia Pacific,Hong Kong,57 ms,4181 kB/s
8.210.48.107,2053,true,HKG,Asia Pacific,Hong Kong,71 ms,4136 kB/s
47.236.80.110,2096,true,SIN,Asia Pacific,Singapore,239 ms,4133 kB/s
47.236.146.249,2053,true,SIN,Asia Pacific,Singapore,229 ms,4120 kB/s
47.236.237.90,2087,true,SIN,Asia Pacific,Singapore,214 ms,4091 kB/s
47.76.204.76,2083,true,HKG,Asia Pacific,Hong Kong,69 ms,4082 kB/s
47.242.155.183,2087,true,HKG,Asia Pacific,Hong Kong,59 ms,4069 kB/s
47.236.125.62,2083,true,NRT,Asia Pacific,Tokyo,307 ms,4057 kB/s
47.236.80.110,2087,true,SIN,Asia Pacific,Singapore,240 ms,4054 kB/s
8.217.132.184,443,true,HKG,Asia Pacific,Hong Kong,60 ms,4044 kB/s
47.237.95.156,2096,true,SIN,Asia Pacific,Singapore,215 ms,4038 kB/s
8.210.48.107,8443,true,HKG,Asia Pacific,Hong Kong,57 ms,4034 kB/s
47.242.252.237,8443,true,HKG,Asia Pacific,Hong Kong,62 ms,4026 kB/s
47.237.82.15,2087,true,SIN,Asia Pacific,Singapore,228 ms,4003 kB/s
47.237.83.20,2096,true,SIN,Asia Pacific,Singapore,226 ms,3992 kB/s
47.236.146.249,2083,true,SIN,Asia Pacific,Singapore,212 ms,3948 kB/s
47.242.155.183,2083,true,HKG,Asia Pacific,Hong Kong,54 ms,3944 kB/s
47.242.232.14,2053,true,HKG,Asia Pacific,Hong Kong,118 ms,3914 kB/s
8.210.146.108,2096,true,HKG,Asia Pacific,Hong Kong,57 ms,3908 kB/s
47.236.180.51,8443,true,SIN,Asia Pacific,Singapore,245 ms,3878 kB/s
8.210.3.24,2096,true,HKG,Asia Pacific,Hong Kong,60 ms,3867 kB/s
47.237.86.185,2096,true,SIN,Asia Pacific,Singapore,210 ms,3842 kB/s
47.237.14.220,2087,true,SIN,Asia Pacific,Singapore,224 ms,3810 kB/s
47.242.252.237,2087,true,HKG,Asia Pacific,Hong Kong,70 ms,3790 kB/s
47.236.202.91,2087,true,SIN,Asia Pacific,Singapore,222 ms,3760 kB/s
47.243.203.119,2087,true,HKG,Asia Pacific,Hong Kong,54 ms,3664 kB/s
47.243.203.119,2083,true,HKG,Asia Pacific,Hong Kong,60 ms,3602 kB/s
47.237.14.220,2096,true,SIN,Asia Pacific,Singapore,214 ms,3570 kB/s
47.245.86.230,2096,true,SIN,Asia Pacific,Singapore,230 ms,3561 kB/s
47.236.165.25,2083,true,SIN,Asia Pacific,Singapore,211 ms,3517 kB/s
8.210.48.107,2087,true,HKG,Asia Pacific,Hong Kong,65 ms,3451 kB/s
47.236.117.48,8443,true,SIN,Asia Pacific,Singapore,239 ms,3440 kB/s
47.242.232.14,2083,true,HKG,Asia Pacific,Hong Kong,79 ms,3436 kB/s
47.237.94.140,2087,true,SIN,Asia Pacific,Singapore,216 ms,3355 kB/s
47.242.176.237,2096,true,HKG,Asia Pacific,Hong Kong,62 ms,3266 kB/s
47.236.85.11,8443,true,SIN,Asia Pacific,Singapore,231 ms,3254 kB/s
8.210.34.188,2096,true,HKG,Asia Pacific,Hong Kong,61 ms,3197 kB/s
47.243.203.119,2096,true,HKG,Asia Pacific,Hong Kong,61 ms,3187 kB/s
47.236.10.182,8443,true,SIN,Asia Pacific,Singapore,235 ms,3090 kB/s
47.76.33.40,2053,true,HKG,Asia Pacific,Hong Kong,67 ms,3068 kB/s
47.245.86.230,8443,true,SIN,Asia Pacific,Singapore,243 ms,3039 kB/s
47.245.102.52,2096,true,SIN,Asia Pacific,Singapore,233 ms,2863 kB/s
47.76.77.103,2053,true,HKG,Asia Pacific,Hong Kong,57 ms,2685 kB/s
47.242.176.237,2053,true,HKG,Asia Pacific,Hong Kong,77 ms,2658 kB/s
47.242.252.237,2083,true,HKG,Asia Pacific,Hong Kong,88 ms,2639 kB/s
47.236.125.62,2053,true,NRT,Asia Pacific,Tokyo,278 ms,2622 kB/s
47.245.86.230,2083,true,SIN,Asia Pacific,Singapore,240 ms,2578 kB/s
8.210.175.109,8443,true,HKG,Asia Pacific,Hong Kong,58 ms,2558 kB/s
47.245.105.224,8443,true,SIN,Asia Pacific,Singapore,237 ms,2373 kB/s
47.236.80.110,2083,true,SIN,Asia Pacific,Singapore,228 ms,2322 kB/s
47.245.102.52,2083,true,SIN,Asia Pacific,Singapore,228 ms,2281 kB/s
47.76.146.1,2053,true,HKG,Asia Pacific,Hong Kong,57 ms,2229 kB/s
47.245.105.224,2053,true,SIN,Asia Pacific,Singapore,239 ms,2121 kB/s
47.76.33.40,2083,true,HKG,Asia Pacific,Hong Kong,61 ms,1916 kB/s
8.210.3.24,8443,true,HKG,Asia Pacific,Hong Kong,70 ms,1683 kB/s
47.245.105.224,2083,true,SIN,Asia Pacific,Singapore,224 ms,1676 kB/s
47.238.164.202,443,true,HKG,Asia Pacific,Hong Kong,62 ms,1590 kB/s
47.76.33.40,2096,true,HKG,Asia Pacific,Hong Kong,64 ms,1577 kB/s
8.218.3.12,2053,true,HKG,Asia Pacific,Hong Kong,62 ms,1532 kB/s
8.217.90.154,443,true,HKG,Asia Pacific,Hong Kong,61 ms,1478 kB/s
47.76.146.1,2087,true,HKG,Asia Pacific,Hong Kong,69 ms,982 kB/s
8.218.122.55,2087,true,HKG,Asia Pacific,Hong Kong,61 ms,937 kB/s
47.76.146.1,2083,true,HKG,Asia Pacific,Hong Kong,60 ms,879 kB/s
8.218.122.55,2083,true,HKG,Asia Pacific,Hong Kong,59 ms,860 kB/s
47.76.33.40,2087,true,HKG,Asia Pacific,Hong Kong,61 ms,815 kB/s
8.218.63.172,443,true,HKG,Asia Pacific,Hong Kong,59 ms,697 kB/s
47.76.77.103,2096,true,HKG,Asia Pacific,Hong Kong,55 ms,659 kB/s
47.76.94.15,2083,true,HKG,Asia Pacific,Hong Kong,73 ms,648 kB/s
47.76.77.103,8443,true,HKG,Asia Pacific,Hong Kong,64 ms,617 kB/s
8.218.122.55,2096,true,HKG,Asia Pacific,Hong Kong,66 ms,617 kB/s
8.222.225.193,443,true,SIN,Asia Pacific,Singapore,227 ms,598 kB/s
47.236.146.249,443,true,SIN,Asia Pacific,Singapore,225 ms,592 kB/s
47.76.77.103,2083,true,HKG,Asia Pacific,Hong Kong,57 ms,534 kB/s
8.218.3.12,8443,true,HKG,Asia Pacific,Hong Kong,86 ms,457 kB/s
47.243.86.79,2053,true,HKG,Asia Pacific,Hong Kong,65 ms,431 kB/s
8.218.122.55,8443,true,HKG,Asia Pacific,Hong Kong,66 ms,333 kB/s
47.76.146.1,8443,true,HKG,Asia Pacific,Hong Kong,66 ms,320 kB/s
47.243.86.79,8443,true,HKG,Asia Pacific,Hong Kong,57 ms,291 kB/s
47.76.77.103,2087,true,HKG,Asia Pacific,Hong Kong,60 ms,230 kB/s
47.76.146.1,2096,true,HKG,Asia Pacific,Hong Kong,64 ms,201 kB/s
47.243.86.79,2087,true,HKG,Asia Pacific,Hong Kong,54 ms,153 kB/s
47.57.14.118,443,true,SJC,North America,San Jose,69 ms,128 kB/s
8.218.122.55,2053,true,HKG,Asia Pacific,Hong Kong,59 ms,121 kB/s
8.218.3.12,2096,true,HKG,Asia Pacific,Hong Kong,64 ms,115 kB/s
8.218.3.12,2087,true,HKG,Asia Pacific,Hong Kong,66 ms,109 kB/s
47.243.86.79,2096,true,HKG,Asia Pacific,Hong Kong,62 ms,99 kB/s
47.243.86.79,2083,true,HKG,Asia Pacific,Hong Kong,68 ms,93 kB/s
8.218.3.12,2083,true,HKG,Asia Pacific,Hong Kong,61 ms,80 kB/s
47.76.94.15,2096,true,HKG,Asia Pacific,Hong Kong,65 ms,64 kB/s
47.236.145.85,2087,true,SIN,Asia Pacific,Singapore,208 ms,54 kB/s
149.129.8.215,443,true,SJC,North America,San Jose,101 ms,15 kB/s
8.210.92.27,443,true,HKG,Asia Pacific,Hong Kong,63 ms,14 kB/s
47.236.125.62,8443,true,NRT,Asia Pacific,Tokyo,290 ms,0 kB/s
